"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Principal fuente de ingresos la semana previa a su detención","P2_13","Numérico","2","03
"
"Principal fuente de ingresos la semana previa a su detención","P2_13","Numérico","2","04
"
"Principal fuente de ingresos la semana previa a su detención","P2_13","Numérico","2","05
"
"Principal fuente de ingresos la semana previa a su detención","P2_13","Numérico","2","06
"
"Principal fuente de ingresos la semana previa a su detención","P2_13","Numérico","2","07
"
"Principal fuente de ingresos la semana previa a su detención","P2_13","Numérico","2","08
"
"Principal fuente de ingresos la semana previa a su detención","P2_13","Numérico","2","98
"
"Principal fuente de ingresos la semana previa a su detención","P2_13","Numérico","2","99
"
"Situación en el hogar el año previo a su detención: suficiencia alimentaria","P2_14_1","Numérico","1","1
"
"Situación en el hogar el año previo a su detención: suficiencia alimentaria","P2_14_1","Numérico","1","2
"
"Situación en el hogar el año previo a su detención: suficiencia alimentaria","P2_14_1","Numérico","1","8
"
"Situación en el hogar el año previo a su detención: suficiencia alimentaria","P2_14_1","Numérico","1","9
"
"Situación en el hogar el año previo a su detención: existencia de deudas","P2_14_2","Numérico","1","1
"
"Situación en el hogar el año previo a su detención: existencia de deudas","P2_14_2","Numérico","1","2
"
"Situación en el hogar el año previo a su detención: existencia de deudas","P2_14_2","Numérico","1","8
"
"Situación en el hogar el año previo a su detención: existencia de deudas","P2_14_2","Numérico","1","9
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para ropa y calzado","P2_14_3","Numérico","1","1
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para ropa y calzado","P2_14_3","Numérico","1","2
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para ropa y calzado","P2_14_3","Numérico","1","8
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para ropa y calzado","P2_14_3","Numérico","1","9
"
"Situación que ocurría en su hogar el año previo a su detención: trabajar toda la semana para cubrir necesidades","P2_14_4","Numérico","1","1
"
"Situación que ocurría en su hogar el año previo a su detención: trabajar toda la semana para cubrir necesidades","P2_14_4","Numérico","1","2
"
"Situación que ocurría en su hogar el año previo a su detención: trabajar toda la semana para cubrir necesidades","P2_14_4","Numérico","1","8
"
"Situación que ocurría en su hogar el año previo a su detención: trabajar toda la semana para cubrir necesidades","P2_14_4","Numérico","1","9
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para actividades de ocio","P2_14_5","Numérico","1","1
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para actividades de ocio","P2_14_5","Numérico","1","2
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para actividades de ocio","P2_14_5","Numérico","1","8
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para actividades de ocio","P2_14_5","Numérico","1","9
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para medicinas o atención médica en caso de ser requeridas","P2_14_6","Numérico","1","1
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para medicinas o atención médica en caso de ser requeridas","P2_14_6","Numérico","1","2
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para medicinas o atención médica en caso de ser requeridas","P2_14_6","Numérico","1","8
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para medicinas o atención médica en caso de ser requeridas","P2_14_6","Numérico","1","9
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para cubrir sus necesidades escolares o las de sus hijos(as)","P2_14_7","Numérico","1","1
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para cubrir sus necesidades escolares o las de sus hijos(as)","P2_14_7","Numérico","1","2
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para cubrir sus necesidades escolares o las de sus hijos(as)","P2_14_7","Numérico","1","3
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para cubrir sus necesidades escolares o las de sus hijos(as)","P2_14_7","Numérico","1","8
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para cubrir sus necesidades escolares o las de sus hijos(as)","P2_14_7","Numérico","1","9
"
"Situación en el hogar el año previo a su detención: capacidad de ahorro","P2_14_8","Numérico","1","1
"
"Situación en el hogar el año previo a su detención: capacidad de ahorro","P2_14_8","Numérico","1","2
"
"Situación en el hogar el año previo a su detención: capacidad de ahorro","P2_14_8","Numérico","1","8
"
"Situación en el hogar el año previo a su detención: capacidad de ahorro","P2_14_8","Numérico","1","9
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para dar mantenimiento a la casa o pagar la renta","P2_14_9","Numérico","1","1
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para dar mantenimiento a la casa o pagar la renta","P2_14_9","Numérico","1","2
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para dar mantenimiento a la casa o pagar la renta","P2_14_9","Numérico","1","8
"
"Situación en el hogar el año previo a su detención: suficiencia monetaria para dar mantenimiento a la casa o pagar la renta","P2_14_9","Numérico","1","9
"
"Rango de ingreso que tuvo el mes previo a su detención","P2_15","Numérico","1","1
"
"Rango de ingreso que tuvo el mes previo a su detención","P2_15","Numérico","1","2
"
"Rango de ingreso que tuvo el mes previo a su detención","P2_15","Numérico","1","3
"
"Rango de ingreso que tuvo el mes previo a su detención","P2_15","Numérico","1","4
"
"Rango de ingreso que tuvo el mes previo a su detención","P2_15","Numérico","1","5
"
"Rango de ingreso que tuvo el mes previo a su detención","P2_15","Numérico","1","6
"
"Rango de ingreso que tuvo el mes previo a su detención","P2_15","Numérico","1","7
"
"Rango de ingreso que tuvo el mes previo a su detención","P2_15","Numérico","1","8
"
"Rango de ingreso que tuvo el mes previo a su detención","P2_15","Numérico","1","9
"
"Razón de la reclusión","P3_1","Numérico","1","1
"
"Razón de la reclusión","P3_1","Numérico","1","2
"
"Razón de la reclusión","P3_1","Numérico","1","3
"
"Razón de la reclusión","P3_1","Numérico","1","4
"
"Razón de la reclusión","P3_1","Numérico","1","5
"
"Razón de la reclusión","P3_1","Numérico","1","8
"
"Razón de la reclusión","P3_1","Numérico","1","9
"
"Autoridades que le detuvieron","P3_2","Numérico","2","01
"
"Autoridades que le detuvieron","P3_2","Numérico","2","02
"
"Autoridades que le detuvieron","P3_2","Numérico","2","03
"
"Autoridades que le detuvieron","P3_2","Numérico","2","04
"
"Autoridades que le detuvieron","P3_2","Numérico","2","05
"
"Autoridades que le detuvieron","P3_2","Numérico","2","06
"
"Autoridades que le detuvieron","P3_2","Numérico","2","07
"
"Autoridades que le detuvieron","P3_2","Numérico","2","08
"
"Autoridades que le detuvieron","P3_2","Numérico","2","09
"
"Autoridades que le detuvieron","P3_2","Numérico","2","10
"
"Autoridades que le detuvieron","P3_2","Numérico","2","11
"
"Autoridades que le detuvieron","P3_2","Numérico","2","12
"
"Autoridades que le detuvieron","P3_2","Numérico","2","13
"
"Autoridades que le detuvieron","P3_2","Numérico","2","14
"
"Autoridades que le detuvieron","P3_2","Numérico","2","15
"
"Autoridades que le detuvieron","P3_2","Numérico","2","98
"
"Autoridades que le detuvieron","P3_2","Numérico","2","99
"
"Autoridades que integraban el operativo conjunto: Policía Municipal","P3_2A_01","Numérico","1","0
"
"Autoridades que integraban el operativo conjunto: Policía Municipal","P3_2A_01","Numérico","1","1
"
"Autoridades que integraban el operativo conjunto: Policía Estatal","P3_2A_02","Numérico","1","0
"
"Autoridades que integraban el operativo conjunto: Policía Estatal","P3_2A_02","Numérico","1","1
"
"Autoridades que integraban el operativo conjunto: Policía Federal","P3_2A_03","Numérico","1","0
"
"Autoridades que integraban el operativo conjunto: Policía Federal","P3_2A_03","Numérico","1","1
"
"Autoridades que integraban el operativo conjunto: Policía Estatal Ministerial o Judicial","P3_2A_04","Numérico","1","0
"
"Autoridades que integraban el operativo conjunto: Policía Estatal Ministerial o Judicial","P3_2A_04","Numérico","1","1
"
"Autoridades que integraban el operativo conjunto: Policía Federal Ministerial (PGR o FGR)","P3_2A_05","Numérico","1","0
"
"Autoridades que integraban el operativo conjunto: Policía Federal Ministerial (PGR o FGR)","P3_2A_05","Numérico","1","1
"
"Autoridades que integraban el operativo conjunto: Guardia Nacional","P3_2A_06","Numérico","1","0
"
"Autoridades que integraban el operativo conjunto: Guardia Nacional","P3_2A_06","Numérico","1","1
"
"Autoridades que integraban el operativo conjunto: Ejército","P3_2A_07","Numérico","1","0
"
"Autoridades que integraban el operativo conjunto: Ejército","P3_2A_07","Numérico","1","1
"
"Autoridades que integraban el operativo conjunto: Marina","P3_2A_08","Numérico","1","0
"
"Autoridades que integraban el operativo conjunto: Marina","P3_2A_08","Numérico","1","1
"
"Autoridades que integraban el operativo conjunto: No sabe","P3_2A_98","Numérico","1","0
"
"Autoridades que integraban el operativo conjunto: No sabe","P3_2A_98","Numérico","1","1
"
"Autoridades que integraban el operativo conjunto: No responde","P3_2A_99","Numérico","1","0
"
"Autoridades que integraban el operativo conjunto: No responde","P3_2A_99","Numérico","1","1
"
"Entidad federativa de detención","P3_3","Numérico","2","01…32
"
"Entidad federativa de detención","P3_3","Numérico","2","98
"
"Entidad federativa de detención","P3_3","Numérico","2","99
"
"Municipio/Delegación (alcaldía) de detención","P3_4","Numérico","3","001…570
"
"Municipio/Delegación (alcaldía) de detención","P3_4","Numérico","3","999
"
"Fecha de detención: Día","P3_5_D","Numérico","2","01…31
"
"Fecha de detención: Día","P3_5_D","Numérico","2","00
"
"Fecha de detención: Día","P3_5_D","Numérico","2","98
"
"Fecha de detención: Día","P3_5_D","Numérico","2","99
"
"Fecha de detención: Mes","P3_5_M","Numérico","2","01…12
"
"Fecha de detención: Mes","P3_5_M","Numérico","2","00
"
"Fecha de detención: Mes","P3_5_M","Numérico","2","98
"
"Fecha de detención: Mes","P3_5_M","Numérico","2","99
"
"Fecha de detención: Año","P3_5_A","Numérico","4","1977…2021
"
"Fecha de detención: Año","P3_5_A","Numérico","4","0000
"
"Fecha de detención: Año","P3_5_A","Numérico","4","9998
"
"Fecha de detención: Año","P3_5_A","Numérico","4","9999
"
"Entidad federativa en que ocurrió el delito por el que se le acusa","P3_6","Numérico","2","01…32
"
"Entidad federativa en que ocurrió el delito por el que se le acusa","P3_6","Numérico","2","97
"
"Entidad federativa en que ocurrió el delito por el que se le acusa","P3_6","Numérico","2","99
"
"Municipio en que ocurrió el delito por el que se le acusa","P3_7","Numérico","3","001…570
"
"Municipio en que ocurrió el delito por el que se le acusa","P3_7","Numérico","3","999
"
"Fecha de ocurrencia del delito por el que le acusan: Día","P3_8_D","Numérico","2","01…31
"
"Fecha de ocurrencia del delito por el que le acusan: Día","P3_8_D","Numérico","2","00
"
"Fecha de ocurrencia del delito por el que le acusan: Día","P3_8_D","Numérico","2","98
"
"Fecha de ocurrencia del delito por el que le acusan: Día","P3_8_D","Numérico","2","99
"
"Fecha de ocurrencia del delito por el que le acusan: Mes","P3_8_M","Numérico","2","01…12
"
"Fecha de ocurrencia del delito por el que le acusan: Mes","P3_8_M","Numérico","2","00
"
"Fecha de ocurrencia del delito por el que le acusan: Mes","P3_8_M","Numérico","2","98
"
"Fecha de ocurrencia del delito por el que le acusan: Mes","P3_8_M","Numérico","2","99
"
"Fecha de ocurrencia del delito por el que le acusan: Año","P3_8_A","Numérico","4","1960…2021
"
"Fecha de ocurrencia del delito por el que le acusan: Año","P3_8_A","Numérico","4","0000
"
"Fecha de ocurrencia del delito por el que le acusan: Año","P3_8_A","Numérico","4","9998
"
"Fecha de ocurrencia del delito por el que le acusan: Año","P3_8_A","Numérico","4","9999
"
"Temporalidad entre la ocurrencia del delito y la detención","P3_9","Numérico","1","1
"
"Temporalidad entre la ocurrencia del delito y la detención","P3_9","Numérico","1","2
"
"Temporalidad entre la ocurrencia del delito y la detención","P3_9","Numérico","1","3
"
"Temporalidad entre la ocurrencia del delito y la detención","P3_9","Numérico","1","4
"
"Temporalidad entre la ocurrencia del delito y la detención","P3_9","Numérico","1","5
"
"Temporalidad entre la ocurrencia del delito y la detención","P3_9","Numérico","1","6
"
"Temporalidad entre la ocurrencia del delito y la detención","P3_9","Numérico","1","8
"
"Temporalidad entre la ocurrencia del delito y la detención","P3_9","Numérico","1","9
"
"Situación del detención","P3_10","Numérico","1","1
"
"Situación del detención","P3_10","Numérico","1","2
"
"Situación del detención","P3_10","Numérico","1","3
"
"Situación del detención","P3_10","Numérico","1","4
"
"Situación del detención","P3_10","Numérico","1","5
"
"Situación del detención","P3_10","Numérico","1","9
"
"Forma del detención","P3_11","Numérico","1","1
"
"Forma del detención","P3_11","Numérico","1","2
"
"Forma del detención","P3_11","Numérico","1","3
"
"Forma del detención","P3_11","Numérico","1","8
"
"Forma del detención","P3_11","Numérico","1","9
"
"Inspección al cuerpo o pertenencias: le desvistieron","P3_12_1","Numérico","1","1
"
"Inspección al cuerpo o pertenencias: le desvistieron","P3_12_1","Numérico","1","2
"
"Inspección al cuerpo o pertenencias: le desvistieron","P3_12_1","Numérico","1","8
"
"Inspección al cuerpo o pertenencias: le desvistieron","P3_12_1","Numérico","1","9
"
"Inspección al cuerpo o pertenencias: le informaron qué buscaban","P3_12_2","Numérico","1","1
"
"Inspección al cuerpo o pertenencias: le informaron qué buscaban","P3_12_2","Numérico","1","2
"
"Inspección al cuerpo o pertenencias: le informaron qué buscaban","P3_12_2","Numérico","1","8
"
"Inspección al cuerpo o pertenencias: le informaron qué buscaban","P3_12_2","Numérico","1","9
"
"Inspección al cuerpo o pertenencias: autoridad encontró lo que buscaba o algún objeto ilegal","P3_12_3","Numérico","1","1
"
"Inspección al cuerpo o pertenencias: autoridad encontró lo que buscaba o algún objeto ilegal","P3_12_3","Numérico","1","2
"
"Inspección al cuerpo o pertenencias: autoridad encontró lo que buscaba o algún objeto ilegal","P3_12_3","Numérico","1","8
"
"Inspección al cuerpo o pertenencias: autoridad encontró lo que buscaba o algún objeto ilegal","P3_12_3","Numérico","1","9
"
"Inspección al cuerpo o pertenencias: le sembraron algún objeto","P3_12_4","Numérico","1","1
"
"Inspección al cuerpo o pertenencias: le sembraron algún objeto","P3_12_4","Numérico","1","2
"
"Inspección al cuerpo o pertenencias: le sembraron algún objeto","P3_12_4","Numérico","1","8
"
"Inspección al cuerpo o pertenencias: le sembraron algún objeto","P3_12_4","Numérico","1","9
"
"Inspección al cuerpo o pertenencias: videograbación de la inspección","P3_12_5","Numérico","1","1
"
"Inspección al cuerpo o pertenencias: videograbación de la inspección","P3_12_5","Numérico","1","2
"
"Inspección al cuerpo o pertenencias: videograbación de la inspección","P3_12_5","Numérico","1","8
"
"Inspección al cuerpo o pertenencias: videograbación de la inspección","P3_12_5","Numérico","1","9
"
"Momento de la detención: le dieron indicaciones para detenerse o dejar de hacer lo que hacía","P3_13_01","Numérico","1","1
"
"Momento de la detención: le dieron indicaciones para detenerse o dejar de hacer lo que hacía","P3_13_01","Numérico","1","2
"
"Momento de la detención: le dieron indicaciones para detenerse o dejar de hacer lo que hacía","P3_13_01","Numérico","1","8
"
"Momento de la detención: le dieron indicaciones para detenerse o dejar de hacer lo que hacía","P3_13_01","Numérico","1","9
"
"Momento de la detención: uso de fuerza física para someterle","P3_13_02","Numérico","1","1
"
"Momento de la detención: uso de fuerza física para someterle","P3_13_02","Numérico","1","2
"
"Momento de la detención: uso de fuerza física para someterle","P3_13_02","Numérico","1","8
"
"Momento de la detención: uso de fuerza física para someterle","P3_13_02","Numérico","1","9
"
"Momento de la detención: fue esposado(a)","P3_13_03","Numérico","1","1
"
"Momento de la detención: fue esposado(a)","P3_13_03","Numérico","1","2
"
"Momento de la detención: fue esposado(a)","P3_13_03","Numérico","1","8
"
"Momento de la detención: fue esposado(a)","P3_13_03","Numérico","1","9
"
"Momento de la detención: uso de arma contundente","P3_13_04","Numérico","1","1
"
"Momento de la detención: uso de arma contundente","P3_13_04","Numérico","1","2
"
"Momento de la detención: uso de arma contundente","P3_13_04","Numérico","1","8
"
"Momento de la detención: uso de arma contundente","P3_13_04","Numérico","1","9
"
"Momento de la detención: uso de arma no letal (pistola eléctrica, inmovilizador eléctrico de alto voltaje)","P3_13_05","Numérico","1","1
"
"Momento de la detención: uso de arma no letal (pistola eléctrica, inmovilizador eléctrico de alto voltaje)","P3_13_05","Numérico","1","2
"
"Momento de la detención: uso de arma no letal (pistola eléctrica, inmovilizador eléctrico de alto voltaje)","P3_13_05","Numérico","1","8
"
"Momento de la detención: uso de arma no letal (pistola eléctrica, inmovilizador eléctrico de alto voltaje)","P3_13_05","Numérico","1","9
"
"Momento de la detención: uso de alguna sustancia química (gas lacrimógeno, spray pimienta)","P3_13_06","Numérico","1","1
"
"Momento de la detención: uso de alguna sustancia química (gas lacrimógeno, spray pimienta)","P3_13_06","Numérico","1","2
"
"Momento de la detención: uso de alguna sustancia química (gas lacrimógeno, spray pimienta)","P3_13_06","Numérico","1","8
"
"Momento de la detención: uso de alguna sustancia química (gas lacrimógeno, spray pimienta)","P3_13_06","Numérico","1","9
"
"Momento de la detención: amenaza con arma de fuego","P3_13_07","Numérico","1","1
"
"Momento de la detención: amenaza con arma de fuego","P3_13_07","Numérico","1","2
"
"Momento de la detención: amenaza con arma de fuego","P3_13_07","Numérico","1","8
"
"Momento de la detención: amenaza con arma de fuego","P3_13_07","Numérico","1","9
"
"Momento de la detención: le causaron una lesión menor","P3_13_08","Numérico","1","1
"
"Momento de la detención: le causaron una lesión menor","P3_13_08","Numérico","1","2
"
"Momento de la detención: le causaron una lesión menor","P3_13_08","Numérico","1","8
"
"Momento de la detención: le causaron una lesión menor","P3_13_08","Numérico","1","9
"
"Momento de la detención: le causaron una lesión grave que no puso en riesgo su vida","P3_13_09","Numérico","1","1
"
"Momento de la detención: le causaron una lesión grave que no puso en riesgo su vida","P3_13_09","Numérico","1","2
"
"Momento de la detención: le causaron una lesión grave que no puso en riesgo su vida","P3_13_09","Numérico","1","8
"
"Momento de la detención: le causaron una lesión grave que no puso en riesgo su vida","P3_13_09","Numérico","1","9
"
"Momento de la detención: le causaron una lesión que puso en riesgo su vida","P3_13_10","Numérico","1","1
"
"Momento de la detención: le causaron una lesión que puso en riesgo su vida","P3_13_10","Numérico","1","2
"
"Momento de la detención: le causaron una lesión que puso en riesgo su vida","P3_13_10","Numérico","1","8
"
"Momento de la detención: le causaron una lesión que puso en riesgo su vida","P3_13_10","Numérico","1","9
"
"Momento de la detención: le dispararon con un arma de fuego","P3_13_11","Numérico","1","1
"
"Momento de la detención: le dispararon con un arma de fuego","P3_13_11","Numérico","1","2
"
"Momento de la detención: le dispararon con un arma de fuego","P3_13_11","Numérico","1","8
"
"Momento de la detención: le dispararon con un arma de fuego","P3_13_11","Numérico","1","9
"
"Momento de la detención: le hirieron con un arma de fuego","P3_13_12","Numérico","1","1
"
"Momento de la detención: le hirieron con un arma de fuego","P3_13_12","Numérico","1","2
"
"Momento de la detención: le hirieron con un arma de fuego","P3_13_12","Numérico","1","8
"
"Momento de la detención: le hirieron con un arma de fuego","P3_13_12","Numérico","1","9
"
"Protocolo de detención: la autoridad se identificó mediante nombre o número de placa","P3_14_1","Numérico","1","1
"
"Protocolo de detención: la autoridad se identificó mediante nombre o número de placa","P3_14_1","Numérico","1","2
"
"Protocolo de detención: la autoridad se identificó mediante nombre o número de placa","P3_14_1","Numérico","1","8
"
"Protocolo de detención: la autoridad se identificó mediante nombre o número de placa","P3_14_1","Numérico","1","9
"
"Protocolo de detención: informó la corporación a que pertenecía","P3_14_2","Numérico","1","1
"
"Protocolo de detención: informó la corporación a que pertenecía","P3_14_2","Numérico","1","2
"
"Protocolo de detención: informó la corporación a que pertenecía","P3_14_2","Numérico","1","8
"
"Protocolo de detención: informó la corporación a que pertenecía","P3_14_2","Numérico","1","9
"
"Protocolo de detención: portación de uniforme","P3_14_3","Numérico","1","1
"
"Protocolo de detención: portación de uniforme","P3_14_3","Numérico","1","2
"
"Protocolo de detención: portación de uniforme","P3_14_3","Numérico","1","8
"
"Protocolo de detención: portación de uniforme","P3_14_3","Numérico","1","9
"
"Protocolo de detención: le informaron el motivo de su detención","P3_14_4","Numérico","1","1
"
"Protocolo de detención: le informaron el motivo de su detención","P3_14_4","Numérico","1","2
"
"Protocolo de detención: le informaron el motivo de su detención","P3_14_4","Numérico","1","8
"
"Protocolo de detención: le informaron el motivo de su detención","P3_14_4","Numérico","1","9
"
"Protocolo de detención: le informaron sus derechos a guardar silencio y no declarar sin un abogado(a)","P3_14_5","Numérico","1","1
"
"Protocolo de detención: le informaron sus derechos a guardar silencio y no declarar sin un abogado(a)","P3_14_5","Numérico","1","2
"
"Protocolo de detención: le informaron sus derechos a guardar silencio y no declarar sin un abogado(a)","P3_14_5","Numérico","1","8
"
"Protocolo de detención: le informaron sus derechos a guardar silencio y no declarar sin un abogado(a)","P3_14_5","Numérico","1","9
"
"Protocolo de detención: le informaron a dónde le llevarían","P3_14_6","Numérico","1","1
"
"Protocolo de detención: le informaron a dónde le llevarían","P3_14_6","Numérico","1","2
"
"Protocolo de detención: le informaron a dónde le llevarían","P3_14_6","Numérico","1","8
"
"Protocolo de detención: le informaron a dónde le llevarían","P3_14_6","Numérico","1","9
"
"Resistencia al momento de la detención: obedeció las órdenes de la autoridad","P3_15_1","Numérico","1","1
"
"Resistencia al momento de la detención: obedeció las órdenes de la autoridad","P3_15_1","Numérico","1","2
"
"Resistencia al momento de la detención: obedeció las órdenes de la autoridad","P3_15_1","Numérico","1","8
"
"Resistencia al momento de la detención: obedeció las órdenes de la autoridad","P3_15_1","Numérico","1","9
"
"Resistencia al momento de la detención: portación de arma punzocortante","P3_15_2","Numérico","1","1
"
"Resistencia al momento de la detención: portación de arma punzocortante","P3_15_2","Numérico","1","2
"
"Resistencia al momento de la detención: portación de arma punzocortante","P3_15_2","Numérico","1","8
"
"Resistencia al momento de la detención: portación de arma punzocortante","P3_15_2","Numérico","1","9
"
"Resistencia al momento de la detención: portación de arma de fuego","P3_15_3","Numérico","1","1
"
"Resistencia al momento de la detención: portación de arma de fuego","P3_15_3","Numérico","1","2
"
"Resistencia al momento de la detención: portación de arma de fuego","P3_15_3","Numérico","1","8
"
"Resistencia al momento de la detención: portación de arma de fuego","P3_15_3","Numérico","1","9
"
"Resistencia al momento de la detención: amenazó a alguien con el arma","P3_15_4","Numérico","1","1
"
"Resistencia al momento de la detención: amenazó a alguien con el arma","P3_15_4","Numérico","1","2
"
"Resistencia al momento de la detención: amenazó a alguien con el arma","P3_15_4","Numérico","1","8
"
"Resistencia al momento de la detención: amenazó a alguien con el arma","P3_15_4","Numérico","1","9
"
"Resistencia al momento de la detención: disparó el arma de fuego","P3_15_5","Numérico","1","1
"
"Resistencia al momento de la detención: disparó el arma de fuego","P3_15_5","Numérico","1","2
"
"Resistencia al momento de la detención: disparó el arma de fuego","P3_15_5","Numérico","1","8
"
"Resistencia al momento de la detención: disparó el arma de fuego","P3_15_5","Numérico","1","9
"
"Resistencia al momento de la detención: manipuló algún objeto para usarlo como arma","P3_15_6","Numérico","1","1
"
"Resistencia al momento de la detención: manipuló algún objeto para usarlo como arma","P3_15_6","Numérico","1","2
"
"Resistencia al momento de la detención: manipuló algún objeto para usarlo como arma","P3_15_6","Numérico","1","8
"
"Resistencia al momento de la detención: manipuló algún objeto para usarlo como arma","P3_15_6","Numérico","1","9
"
"Resistencia al momento de la detención: intento de soborno a la autoridad","P3_15_7","Numérico","1","1
"
"Resistencia al momento de la detención: intento de soborno a la autoridad","P3_15_7","Numérico","1","2
"
"Resistencia al momento de la detención: intento de soborno a la autoridad","P3_15_7","Numérico","1","8
"
"Resistencia al momento de la detención: intento de soborno a la autoridad","P3_15_7","Numérico","1","9
"
"Resistencia al momento de la detención: trató de defenderse físicamente","P3_15_8","Numérico","1","1
"
"Resistencia al momento de la detención: trató de defenderse físicamente","P3_15_8","Numérico","1","2
"
"Resistencia al momento de la detención: trató de defenderse físicamente","P3_15_8","Numérico","1","8
"
"Resistencia al momento de la detención: trató de defenderse físicamente","P3_15_8","Numérico","1","9
"
"Resistencia al momento de la detención: trató de escapar","P3_15_9","Numérico","1","1
"
"Resistencia al momento de la detención: trató de escapar","P3_15_9","Numérico","1","2
"
"Resistencia al momento de la detención: trató de escapar","P3_15_9","Numérico","1","8
"
"Resistencia al momento de la detención: trató de escapar","P3_15_9","Numérico","1","9
"
"Interrogatorio previo a su presentación en la Agencia del Ministerio Público o con un Juez de lo penal","P3_16","Numérico","1","1
"
"Interrogatorio previo a su presentación en la Agencia del Ministerio Público o con un Juez de lo penal","P3_16","Numérico","1","2
"
"Interrogatorio previo a su presentación en la Agencia del Ministerio Público o con un Juez de lo penal","P3_16","Numérico","1","8
"
"Interrogatorio previo a su presentación en la Agencia del Ministerio Público o con un Juez de lo penal","P3_16","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de levantarle cargos falsos","P3_17_01","Numérico","1","1
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de levantarle cargos falsos","P3_17_01","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de levantarle cargos falsos","P3_17_01","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de levantarle cargos falsos","P3_17_01","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de muerte","P3_17_02","Numérico","1","1
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de muerte","P3_17_02","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de muerte","P3_17_02","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de muerte","P3_17_02","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de lastimarle","P3_17_03","Numérico","1","1
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de lastimarle","P3_17_03","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de lastimarle","P3_17_03","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de lastimarle","P3_17_03","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de dañar a su familia","P3_17_04","Numérico","1","1
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de dañar a su familia","P3_17_04","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de dañar a su familia","P3_17_04","Numérico","1","3
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de dañar a su familia","P3_17_04","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: amenazas de dañar a su familia","P3_17_04","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: otro tipo de amenazas","P3_17_05","Numérico","1","1
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: otro tipo de amenazas","P3_17_05","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: otro tipo de amenazas","P3_17_05","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: otro tipo de amenazas","P3_17_05","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le presionaron para denunciar a alguien","P3_17_06","Numérico","1","1
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le presionaron para denunciar a alguien","P3_17_06","Numérico","1","2
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le presionaron para denunciar a alguien","P3_17_06","Numérico","1","8
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le presionaron para denunciar a alguien","P3_17_06","Numérico","1","9
"
"Violencia psicológica antes de presentarlo con el MP o Juez de lo penal: le incomunicaron o aislaron","P3_17_07","Numérico","1","1
"
